,created_at,favorite_count,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,full_text,cleaned_text,stemmed_text,tokenized_text
1543,Tue Mar 11 04:37:48 +0000 2025,0,,in,N109 ,0,0,0,benerin dulu sekolah yang ada trus efisiensi yang keterlaluan ini dikaji ulang. ono ini ndasmu,benerin sekolah trus efisiensi dikaji ulang ono ndasmu,benerin sekolah trus efisiensi kaji ulang ono ndasmu,"['benerin', 'sekolah', 'trus', 'efisiensi', 'kaji', 'ulang', 'ono', 'ndasmu']"
1544,Tue Mar 11 04:37:02 +0000 2025,0,airhitamkanta,in,,0,0,0,@airhitamkanta Vtuber pns kita hiatus karena efisiensi,vtuber pns hiatus efisiensi,vtuber pns hiatus efisiensi,"['vtuber', 'pns', 'hiatus', 'efisiensi']"
1545,Tue Mar 11 04:35:53 +0000 2025,0,,in,,0,0,0,Oknumnya terlalu banyak red-handed dan anehnya yang kena efisiensi biaya itu pendidikan sama kesehatan. Udah bunuh orang cabul dan kurang tanggap sama laporan. Harusnya ada evaluasi besar-besaran atau Indonesia menjadi culas berkelanjutan.,oknumnya redhanded anehnya kena efisiensi biaya pendidikan kesehatan udah bunuh orang cabul tanggap laporan evaluasi besarbesaran indonesia culas berkelanjutan,oknum redhanded aneh kena efisiensi biaya didik sehat udah bunuh orang cabul tanggap lapor evaluasi besarbesaran indonesia culas lanjut,"['oknum', 'redhanded', 'aneh', 'kena', 'efisiensi', 'biaya', 'didik', 'sehat', 'udah', 'bunuh', 'orang', 'cabul', 'tanggap', 'lapor', 'evaluasi', 'besarbesaran', 'indonesia', 'culas', 'lanjut']"
1546,Tue Mar 11 04:35:30 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Efisiensi sebagai sinar korupsi tergerus sampai akar,efisiensi sinar korupsi tergerus akar,efisiensi sinar korupsi gerus akar,"['efisiensi', 'sinar', 'korupsi', 'gerus', 'akar']"
1547,Tue Mar 11 04:35:20 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Efisiensi tandas korupsi terlontar dari kancah,efisiensi korupsi terlontar kancah,efisiensi korupsi lontar kancah,"['efisiensi', 'korupsi', 'lontar', 'kancah']"
1548,Tue Mar 11 04:35:04 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Sinyal efisiensi hukum dan kebijakan serasi,sinyal efisiensi hukum kebijakan serasi,sinyal efisiensi hukum bijak serasi,"['sinyal', 'efisiensi', 'hukum', 'bijak', 'serasi']"
1549,Tue Mar 11 04:35:00 +0000 2025,30,,in,Indonesia,4,33,11,Puan Sebut Indonesia Tak Bisa Tiru ala Vietnam soal Efisiensi https://t.co/4Kbdc0KxEX,puan indonesia tiru ala vietnam efisiensi,puan indonesia tiru ala vietnam efisiensi,"['puan', 'indonesia', 'tiru', 'ala', 'vietnam', 'efisiensi']"
1550,Tue Mar 11 04:34:39 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Efisiensi kuncinya koko perlawanan hukum diadakan,efisiensi kuncinya koko perlawanan hukum diadakan,efisiensi kunci koko lawan hukum ada,"['efisiensi', 'kunci', 'koko', 'lawan', 'hukum', 'ada']"
1551,Tue Mar 11 04:34:37 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Efisiensi kunci solusi hukum ditegakkan demi aman dari korupsi,efisiensi kunci solusi hukum ditegakkan aman korupsi,efisiensi kunci solusi hukum tegak aman korupsi,"['efisiensi', 'kunci', 'solusi', 'hukum', 'tegak', 'aman', 'korupsi']"
1552,Tue Mar 11 04:34:21 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Menyerukan tindakan nyata efisiensi kebijakan penumpas korupsi sejati,menyerukan tindakan nyata efisiensi kebijakan penumpas korupsi sejati,seru tindak nyata efisiensi bijak tumpas korupsi sejati,"['seru', 'tindak', 'nyata', 'efisiensi', 'bijak', 'tumpas', 'korupsi', 'sejati']"
1553,Tue Mar 11 04:33:59 +0000 2025,0,Rerie_Moerdijat,in,"Jakarta, Indonesia",0,0,0,Langkah yang diambil Menteri Diktisaintek dalam merealisasikan sejumlah program beasiswa itu harus terus dikawal dan didukung semua pihak. Dengan demikian mahasiswa yang sedang menjalani pendidikannya tidak terganggu akibat kebijakan efisiensi.,langkah diambil menteri diktisaintek merealisasikan program beasiswa dikawal didukung mahasiswa menjalani pendidikannya terganggu akibat kebijakan efisiensi,langkah ambil menteri diktisaintek realisasi program beasiswa kawal dukung mahasiswa jalan didik ganggu akibat bijak efisiensi,"['langkah', 'ambil', 'menteri', 'diktisaintek', 'realisasi', 'program', 'beasiswa', 'kawal', 'dukung', 'mahasiswa', 'jalan', 'didik', 'ganggu', 'akibat', 'bijak', 'efisiensi']"
1554,Tue Mar 11 04:33:58 +0000 2025,0,Rerie_Moerdijat,in,"Jakarta, Indonesia",0,1,0,Namun Inpres yang sama juga mengecualikan bantuan sosial untuk tidak terkena kebijakan efisiensi tersebut. dalam rapat kerja dengan Komisi X DPR RI itu Menteri Diktisaintek sebelumnya menegaskan bahwa sejumlah alokasi anggaran beasiswa yg dipaparkan tdk akan terkena efisiensi.,inpres mengecualikan bantuan sosial terkena kebijakan efisiensi rapat kerja komisi x dpr ri menteri diktisaintek alokasi anggaran beasiswa yg dipaparkan tdk terkena efisiensi,inpres kecuali bantu sosial kena bijak efisiensi rapat kerja komisi x dpr ri menteri diktisaintek alokasi anggar beasiswa yg papar tdk kena efisiensi,"['inpres', 'kecuali', 'bantu', 'sosial', 'kena', 'bijak', 'efisiensi', 'rapat', 'kerja', 'komisi', 'x', 'dpr', 'ri', 'menteri', 'diktisaintek', 'alokasi', 'anggar', 'beasiswa', 'yg', 'papar', 'tdk', 'kena', 'efisiensi']"
1555,Tue Mar 11 04:33:57 +0000 2025,0,Rerie_Moerdijat,in,"Jakarta, Indonesia",0,1,0,Inpres Nomor 1 Tahun 2025 tentang Efisiensi Belanja dalam Pelaksanaan APBN dan APBD Tahun Anggaran 2025 yang diterbitkan pada 22 Januari 2025 memang memerintahkan langkah efisiensi anggaran kepada para pemangku kebijakan mulai dari tingkat kementerian hingga bupati/walikota.,inpres nomor efisiensi belanja pelaksanaan apbn apbd anggaran diterbitkan januari memerintahkan langkah efisiensi anggaran pemangku kebijakan tingkat kementerian bupatiwalikota,inpres nomor efisiensi belanja laksana apbn apbd anggar terbit januari perintah langkah efisiensi anggar mang bijak tingkat menteri bupatiwalikota,"['inpres', 'nomor', 'efisiensi', 'belanja', 'laksana', 'apbn', 'apbd', 'anggar', 'terbit', 'januari', 'perintah', 'langkah', 'efisiensi', 'anggar', 'mang', 'bijak', 'tingkat', 'menteri', 'bupatiwalikota']"
1556,Tue Mar 11 04:33:51 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Bergerak tanpa henti tegakkan efisiensi dan hukum demi negeri bebas korupsi,bergerak henti tegakkan efisiensi hukum negeri bebas korupsi,gerak henti tegak efisiensi hukum negeri bebas korupsi,"['gerak', 'henti', 'tegak', 'efisiensi', 'hukum', 'negeri', 'bebas', 'korupsi']"
1557,Tue Mar 11 04:33:30 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Efisiensi jalan kita hukum ditegakkan demi menghapus semua korupsi,efisiensi jalan hukum ditegakkan menghapus korupsi,efisiensi jalan hukum tegak hapus korupsi,"['efisiensi', 'jalan', 'hukum', 'tegak', 'hapus', 'korupsi']"
1558,Tue Mar 11 04:33:30 +0000 2025,1,badgalbilz,in,,0,4,0,@badgalbilz makeover aja nder yang pasti2 belum nyobain somethinc sih karena msh baru bgt takut kemakan buzzer jd aku saranin makeover aja. tp ya emg gaboleh dikatup2 ya. tp skrg aku lg efisiensi pake lipcream omg + lipgloss nya jd biar bisa mirip2 finish nya ky lip glazed,makeover aja nder nyobain somethinc sih msh bgt takut kemakan buzzer jd saranin makeover aja tp ya emg gaboleh dikatup ya tp skrg lg efisiensi pake lipcream omg lipgloss nya jd biar finish nya ky lip glazed,makeover aja nder nyobain somethinc sih msh bgt takut makan buzzer jd saranin makeover aja tp ya emg gaboleh katup ya tp skrg lg efisiensi pake lipcream omg lipgloss nya jd biar finish nya ky lip glazed,"['makeover', 'aja', 'nder', 'nyobain', 'somethinc', 'sih', 'msh', 'bgt', 'takut', 'makan', 'buzzer', 'jd', 'saranin', 'makeover', 'aja', 'tp', 'ya', 'emg', 'gaboleh', 'katup', 'ya', 'tp', 'skrg', 'lg', 'efisiensi', 'pake', 'lipcream', 'omg', 'lipgloss', 'nya', 'jd', 'biar', 'finish', 'nya', 'ky', 'lip', 'glazed']"
1559,Tue Mar 11 04:33:08 +0000 2025,0,nativedeliriium,in,winterfell,0,0,0,ibarat bahas mbg sama efisiensi,bahas mbg efisiensi,bahas mbg efisiensi,"['bahas', 'mbg', 'efisiensi']"
1560,Tue Mar 11 04:32:59 +0000 2025,0,,in,busan (rumah sungjin),0,0,0,kek orang kena efisiensi anggaran dah,kek orang kena efisiensi anggaran dah,kek orang kena efisiensi anggar dah,"['kek', 'orang', 'kena', 'efisiensi', 'anggar', 'dah']"
1561,Tue Mar 11 04:32:22 +0000 2025,0,namakuleoya,in,another place,0,0,0,@namakuleoya gara gara efisiensi nih,gara gara efisiensi nih,gara gara efisiensi nih,"['gara', 'gara', 'efisiensi', 'nih']"
1562,Tue Mar 11 04:31:17 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Saatnya tindakan nyata! Efisiensi kebijakan harus ditegakkan untuk perangi korupsi,tindakan nyata efisiensi kebijakan ditegakkan perangi korupsi,tindak nyata efisiensi bijak tegak rang korupsi,"['tindak', 'nyata', 'efisiensi', 'bijak', 'tegak', 'rang', 'korupsi']"
1563,Tue Mar 11 04:30:54 +0000 2025,0,KediriFess,in,Haseul's nest,0,0,0,@KediriFess Ini bukan karena Efisiensi terus yang jaga udah gak jaga lagi kan? .... Kan?,efisiensi jaga udah gak jaga,efisiensi jaga udah gak jaga,"['efisiensi', 'jaga', 'udah', 'gak', 'jaga']"
1564,Tue Mar 11 04:30:33 +0000 2025,0,,in,,0,0,0,efisiensi listrik kampus menghambat dahaga kesenian‍️,efisiensi listrik kampus menghambat dahaga kesenian,efisiensi listrik kampus hambat dahaga seni,"['efisiensi', 'listrik', 'kampus', 'hambat', 'dahaga', 'seni']"
1565,Tue Mar 11 04:30:08 +0000 2025,0,,in,"Freezer, sebelah es batu",0,0,0,Dari pusat bikin birokrasi ndakhik² ehh...yg di daerah ga kerja krn emg ga bs kerja Harusnya mmg efisiensi itu dimulai dr AeSeN yg tdk kompeten . Belum lagi drama antar instansi yg rebutan proyek Definisi sampah masyarakat ,pusat bikin birokrasi ndakhik ehhyg daerah ga kerja krn emg ga bs kerja mmg efisiensi dr aesen yg tdk kompeten drama instansi yg rebutan proyek definisi sampah masyarakat,pusat bikin birokrasi ndakhik ehhyg daerah ga kerja krn emg ga bs kerja mmg efisiensi dr aesen yg tdk kompeten drama instansi yg rebut proyek definisi sampah masyarakat,"['pusat', 'bikin', 'birokrasi', 'ndakhik', 'ehhyg', 'daerah', 'ga', 'kerja', 'krn', 'emg', 'ga', 'bs', 'kerja', 'mmg', 'efisiensi', 'dr', 'aesen', 'yg', 'tdk', 'kompeten', 'drama', 'instansi', 'yg', 'rebut', 'proyek', 'definisi', 'sampah', 'masyarakat']"
1566,Tue Mar 11 04:29:03 +0000 2025,0,,in,,0,0,0,AWOKAWOKA V-TUBER KENA EFISIENSI ,awokawoka vtuber kena efisiensi,awokawoka vtuber kena efisiensi,"['awokawoka', 'vtuber', 'kena', 'efisiensi']"
1567,Tue Mar 11 04:28:42 +0000 2025,0,,in,Narnia,0,0,0,Resiko jadi PIC anggaran... Kena gruduk sana sini gegara pada ga terima anggarannya kena efisiensi! Njiing gue jg kesel yakk selama meeting!! Gue udah nyusun anggaran buat satu tahun kedepan sesuai alokasi! Taik emang dana pinjaman luar negeri kok jadi subject efisiensi! Kntl!,resiko pic anggaran kena gruduk gegara ga terima anggarannya kena efisiensi njiing gue jg kesel yakk meeting gue udah nyusun anggaran kedepan sesuai alokasi taik emang dana pinjaman negeri subject efisiensi kntl,resiko pic anggar kena gruduk gegara ga terima anggar kena efisiensi njiing gue jg kesel yakk meeting gue udah nyusun anggar depan sesuai alokasi taik emang dana pinjam negeri subject efisiensi kntl,"['resiko', 'pic', 'anggar', 'kena', 'gruduk', 'gegara', 'ga', 'terima', 'anggar', 'kena', 'efisiensi', 'njiing', 'gue', 'jg', 'kesel', 'yakk', 'meeting', 'gue', 'udah', 'nyusun', 'anggar', 'depan', 'sesuai', 'alokasi', 'taik', 'emang', 'dana', 'pinjam', 'negeri', 'subject', 'efisiensi', 'kntl']"
1568,Tue Mar 11 04:25:31 +0000 2025,0,,in,Tangerang - Indonesia,0,1,0,Pernah nggak sih ngerasa waktu 24 jam nggak cukup buat selesaikan semuanya? Yuk coba tips manajemen waktu ini biar lebih produktif dan nggak gampang kehabisan energi! #ManajemenWaktu #Produktif #TipsHarian #TimeManagement #Efisiensi #LifeHack #Topla #Produklokal https://t.co/ZkLirvqn9R,nggak sih ngerasa jam nggak selesaikan yuk coba tips manajemen biar produktif nggak gampang kehabisan energi,nggak sih ngerasa jam nggak selesai yuk coba tips manajemen biar produktif nggak gampang habis energi,"['nggak', 'sih', 'ngerasa', 'jam', 'nggak', 'selesai', 'yuk', 'coba', 'tips', 'manajemen', 'biar', 'produktif', 'nggak', 'gampang', 'habis', 'energi']"
1569,Tue Mar 11 04:24:57 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Menuju perubahan lebih baik mari dukung efisiensi dan tegaknya hukum,perubahan mari dukung efisiensi tegaknya hukum,ubah mari dukung efisiensi tegak hukum,"['ubah', 'mari', 'dukung', 'efisiensi', 'tegak', 'hukum']"
1570,Tue Mar 11 04:23:55 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Dukung setiap langkah efisiensi kebijakan pemerintah demi masa depan cerah,dukung langkah efisiensi kebijakan pemerintah cerah,dukung langkah efisiensi bijak perintah cerah,"['dukung', 'langkah', 'efisiensi', 'bijak', 'perintah', 'cerah']"
1571,Tue Mar 11 04:23:50 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Efisiensi kebijakan jadi kunci ayo dukung langkah berani pemerintah,efisiensi kebijakan kunci ayo dukung langkah berani pemerintah,efisiensi bijak kunci ayo dukung langkah berani perintah,"['efisiensi', 'bijak', 'kunci', 'ayo', 'dukung', 'langkah', 'berani', 'perintah']"
1572,Tue Mar 11 04:22:37 +0000 2025,0,txtangkringan,in,Jakarta Raya,0,1,1,3) Pelatihan Keterampilan dan Pendidikan Ekonomi Melalui berbagai program pelatihan masyarakat bisa memperoleh keahlian yang dibutuhkan untuk mengembangkan usaha mulai dari cara pengelolaan hingga penerapan teknologi terbaru yang dapat meningkatkan efisiensi &amp; kualitas produk. https://t.co/i2r9L4Hukn,pelatihan keterampilan pendidikan ekonomi program pelatihan masyarakat memperoleh keahlian dibutuhkan mengembangkan usaha pengelolaan penerapan teknologi terbaru meningkatkan efisiensi amp kualitas produk,latih terampil didik ekonomi program latih masyarakat oleh ahli butuh kembang usaha kelola terap teknologi baru tingkat efisiensi amp kualitas produk,"['latih', 'terampil', 'didik', 'ekonomi', 'program', 'latih', 'masyarakat', 'oleh', 'ahli', 'butuh', 'kembang', 'usaha', 'kelola', 'terap', 'teknologi', 'baru', 'tingkat', 'efisiensi', 'amp', 'kualitas', 'produk']"
1573,Tue Mar 11 04:03:37 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Kesempatan bersinar efisiensi jadi solusi utamanya,kesempatan bersinar efisiensi solusi utamanya,sempat sinar efisiensi solusi utama,"['sempat', 'sinar', 'efisiensi', 'solusi', 'utama']"
1574,Tue Mar 11 04:01:49 +0000 2025,0,nayapraja,in,,0,0,0,@nayapraja zaman efisiensi gini mau sidak pun sudah ada surat disuruh FWA/WFH. 2 th ini ga ada sidak2an wkwk,zaman efisiensi gini sidak surat disuruh fwawfh th ga sidakan wkwk,zaman efisiensi gin sidak surat suruh fwawfh th ga sida wkwk,"['zaman', 'efisiensi', 'gin', 'sidak', 'surat', 'suruh', 'fwawfh', 'th', 'ga', 'sida', 'wkwk']"
1575,Tue Mar 11 04:01:38 +0000 2025,0,DedynurPalakka,in,,0,0,0,@DedynurPalakka Mikirmu cetek banget tong! Libas koruptor gak salah..cm jgn tebang pilih. Krn dlm hukum selain soal kepastian ada jg keadilan. MBG gak salah tp kalo alasannya buat cegah stunting itu g0block. Apalagi MBG buat pembenaran efisiensi pdhl bakal jd investasi.,mikirmu cetek banget tong libas koruptor gak salahcm jgn tebang pilih krn dlm hukum kepastian jg keadilan mbg gak salah tp kalo alasannya cegah stunting gblock mbg pembenaran efisiensi pdhl jd investasi,mikirmu cetek banget tong libas koruptor gak salahcm jgn tebang pilih krn dlm hukum pasti jg adil mbg gak salah tp kalo alas cegah stunting gblock mbg benar efisiensi pdhl jd investasi,"['mikirmu', 'cetek', 'banget', 'tong', 'libas', 'koruptor', 'gak', 'salahcm', 'jgn', 'tebang', 'pilih', 'krn', 'dlm', 'hukum', 'pasti', 'jg', 'adil', 'mbg', 'gak', 'salah', 'tp', 'kalo', 'alas', 'cegah', 'stunting', 'gblock', 'mbg', 'benar', 'efisiensi', 'pdhl', 'jd', 'investasi']"
1576,Tue Mar 11 04:01:25 +0000 2025,1598,,in,아포방포 💜,7,9,308,Orang lagi wamil kalo soal donasi mah dari dulu juga mereka rajin donasi even pas rumah sakit di sana kena efisiensi budget dari pemerintah mereka malah dapet dana dari donasi jungkook https://t.co/dpZVMo60UA,orang wamil kalo donasi mah rajin donasi even pas rumah sakit kena efisiensi budget pemerintah dapet dana donasi jungkook,orang wamil kalo donasi mah rajin donasi even pas rumah sakit kena efisiensi budget perintah dapet dana donasi jungkook,"['orang', 'wamil', 'kalo', 'donasi', 'mah', 'rajin', 'donasi', 'even', 'pas', 'rumah', 'sakit', 'kena', 'efisiensi', 'budget', 'perintah', 'dapet', 'dana', 'donasi', 'jungkook']"
1577,Tue Mar 11 04:01:07 +0000 2025,0,Pai_C1,in,,0,0,0,@Pai_C1 lg efisiensi kah? sampe gk ada penjagaan lho,lg efisiensi kah sampe gk penjagaan lho,lg efisiensi kah sampe gk jaga lho,"['lg', 'efisiensi', 'kah', 'sampe', 'gk', 'jaga', 'lho']"
1578,Tue Mar 11 04:00:55 +0000 2025,0,,in,"Siak, Indonesia",0,0,0,Rutan Siak Lakukan Serah Terima Kartu ID Card BRIZZI Bersama BRI Siak Siak Sri Indapura Rumah Tahanan Negara Kelas IIB Siak Sri Indrapura terus berupaya meningkatkan efisiensi dan kemudahan transaksi bagi para pegawainya dengan melakukan serah terima kartu ID Card BRIZZI https://t.co/NtEJEB9P6D,rutan siak lakukan serah terima kartu id card brizzi bri siak siak sri indapura rumah tahanan negara kelas iib siak sri indrapura berupaya meningkatkan efisiensi kemudahan transaksi pegawainya serah terima kartu id card brizzi,rutan siak laku serah terima kartu id card brizzi bri siak siak sri indapura rumah tahan negara kelas iib siak sri indrapura upaya tingkat efisiensi mudah transaksi pegawai serah terima kartu id card brizzi,"['rutan', 'siak', 'laku', 'serah', 'terima', 'kartu', 'id', 'card', 'brizzi', 'bri', 'siak', 'siak', 'sri', 'indapura', 'rumah', 'tahan', 'negara', 'kelas', 'iib', 'siak', 'sri', 'indrapura', 'upaya', 'tingkat', 'efisiensi', 'mudah', 'transaksi', 'pegawai', 'serah', 'terima', 'kartu', 'id', 'card', 'brizzi']"
1579,Tue Mar 11 04:00:43 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Buka jalan untuk perubahan efisiensi bukan lagi impian mari lawan korupsi sekarang,buka jalan perubahan efisiensi impian mari lawan korupsi,buka jalan ubah efisiensi impi mari lawan korupsi,"['buka', 'jalan', 'ubah', 'efisiensi', 'impi', 'mari', 'lawan', 'korupsi']"
1580,Tue Mar 11 03:59:41 +0000 2025,0,aragstrn,in,Depok,0,0,0,@aragstrn @DDorojatun18849 @idextratime Gue lagi jelasin efisiensi dalam bahasa sederhana aja lu ga paham..malah bilang keluar konteks..ini yg tolol lu apa gue.?,gue jelasin efisiensi bahasa sederhana aja lu ga pahammalah bilang konteksini yg tolol lu gue,gue jelasin efisiensi bahasa sederhana aja lu ga pahammalah bilang konteksini yg tolol lu gue,"['gue', 'jelasin', 'efisiensi', 'bahasa', 'sederhana', 'aja', 'lu', 'ga', 'pahammalah', 'bilang', 'konteksini', 'yg', 'tolol', 'lu', 'gue']"
1581,Tue Mar 11 03:59:11 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Efisiensi dalam kebijakan butuh dukungan kita ayo bersama perkuat pemerintah dalam memberantas korupsi,efisiensi kebijakan butuh dukungan ayo perkuat pemerintah memberantas korupsi,efisiensi bijak butuh dukung ayo kuat perintah berantas korupsi,"['efisiensi', 'bijak', 'butuh', 'dukung', 'ayo', 'kuat', 'perintah', 'berantas', 'korupsi']"
1582,Tue Mar 11 03:58:38 +0000 2025,0,kompascom,in,"Kota Surabaya, Jawa Timur",0,0,0,@kompascom Jangan efisiensi juga,efisiensi,efisiensi,['efisiensi']
1583,Tue Mar 11 03:58:19 +0000 2025,0,Tan_Mar3M,it,,0,0,0,@Tan_Mar3M Efisiensi ini,efisiensi,efisiensi,['efisiensi']
1584,Tue Mar 11 03:57:28 +0000 2025,1,slfiblckflg,in,"Melbourne, Victoria",0,1,0,@slfiblckflg Dalam ekonomi modern sistem keuangan berkembang berdasarkan efisiensi inklusivitas dan keberlanjutan. Prinsip riba dalam Islam sering kali dianggap tidak sesuai dengan mekanisme perbankan global yang bergantung pada suku bunga sebagai alat stabilisasi ekonomi,ekonomi modern sistem keuangan berkembang berdasarkan efisiensi inklusivitas keberlanjutan prinsip riba islam kali dianggap sesuai mekanisme perbankan global bergantung suku bunga alat stabilisasi ekonomi,ekonomi modern sistem uang kembang dasar efisiensi inklusivitas lanjut prinsip riba islam kali anggap sesuai mekanisme perban global gantung suku bunga alat stabilisasi ekonomi,"['ekonomi', 'modern', 'sistem', 'uang', 'kembang', 'dasar', 'efisiensi', 'inklusivitas', 'lanjut', 'prinsip', 'riba', 'islam', 'kali', 'anggap', 'sesuai', 'mekanisme', 'perban', 'global', 'gantung', 'suku', 'bunga', 'alat', 'stabilisasi', 'ekonomi']"
1585,Tue Mar 11 03:56:48 +0000 2025,0,aragstrn,in,Depok,0,0,0,@aragstrn @DDorojatun18849 @idextratime Nah itu tau..sesuai yg gue bilang kan..efisiensi..,tausesuai yg gue bilang kanefisiensi,tausesuai yg gue bilang kanefisiensi,"['tausesuai', 'yg', 'gue', 'bilang', 'kanefisiensi']"
1586,Tue Mar 11 03:56:46 +0000 2025,0,smile_mamas,in,"Surakarta, Jawa Tengah",0,0,0,@smile_mamas @investorgabut Coretax cuma tools mas pajak ttp terhitung wong telat bayar pajak aj ada dendanya. Ini krn situasi ekonomi global yg jg melambat akhirnya berimbas ke ekonomi kita. Banyak industri sbg penyetor pajak sekarat akhirnya PHK. Efisiensi jg nambah masalah https://t.co/vWmwXRBczt,coretax tools mas pajak ttp terhitung telat bayar pajak aj dendanya krn situasi ekonomi global yg jg melambat berimbas ekonomi industri sbg penyetor pajak sekarat phk efisiensi jg nambah,coretax tools mas pajak ttp hitung telat bayar pajak aj denda krn situasi ekonomi global yg jg lambat imbas ekonomi industri sbg setor pajak sekarat phk efisiensi jg nambah,"['coretax', 'tools', 'mas', 'pajak', 'ttp', 'hitung', 'telat', 'bayar', 'pajak', 'aj', 'denda', 'krn', 'situasi', 'ekonomi', 'global', 'yg', 'jg', 'lambat', 'imbas', 'ekonomi', 'industri', 'sbg', 'setor', 'pajak', 'sekarat', 'phk', 'efisiensi', 'jg', 'nambah']"
1587,Tue Mar 11 03:55:41 +0000 2025,0,AgathaShav70471,in,,0,0,0,@AgathaShav70471 Efisiensi perlu tindakan mari dukung pemerintah dengan hukum ditegakkan,efisiensi tindakan mari dukung pemerintah hukum ditegakkan,efisiensi tindak mari dukung perintah hukum tegak,"['efisiensi', 'tindak', 'mari', 'dukung', 'perintah', 'hukum', 'tegak']"
1588,Tue Mar 11 03:54:57 +0000 2025,2,dimarsasongko98,in,Jakarta,0,0,0,@jackjackparrr semakin banyak kue pembangunan dibagi semakin tinggi tingkat PHK dan kemiskinan. Ini bukan tetesan yang tertunda tapi memang sistemnya dirancang agar air mengalir ke atas melawan gravitasi keadilan sosial. Efisiensi di pusat adalah efisiensi transfer kekayaan dari rakyat,kue pembangunan dibagi tingkat phk kemiskinan tetesan tertunda sistemnya dirancang air mengalir melawan gravitasi keadilan sosial efisiensi pusat efisiensi transfer kekayaan rakyat,kue bangun bagi tingkat phk miskin tetes tunda sistem rancang air alir lawan gravitasi adil sosial efisiensi pusat efisiensi transfer kaya rakyat,"['kue', 'bangun', 'bagi', 'tingkat', 'phk', 'miskin', 'tetes', 'tunda', 'sistem', 'rancang', 'air', 'alir', 'lawan', 'gravitasi', 'adil', 'sosial', 'efisiensi', 'pusat', 'efisiensi', 'transfer', 'kaya', 'rakyat']"
1589,Tue Mar 11 03:54:53 +0000 2025,5,,in,,0,1,3,Hotel di DIY Dihantui PHK Imbas Efisiensi hingga Larangan Study Tour https://t.co/fnTNUB4KxC,hotel diy dihantui phk imbas efisiensi larangan study tour,hotel diy hantu phk imbas efisiensi larang study tour,"['hotel', 'diy', 'hantu', 'phk', 'imbas', 'efisiensi', 'larang', 'study', 'tour']"
1590,Tue Mar 11 03:54:37 +0000 2025,7,jackjackparrr,in,Jakarta,0,1,3,@jackjackparrr Narasi efisiensi adalah topeng manis untuk ketimpangan struktural yang dirancang sejak awal. Ketika triliunan rupiah dihabiskan untuk mega proyek istilah perputaran ekonomi menjadi lelucon getir uangnya berputar dari satu rekening elite ke rekening elite lainnya tanpa,narasi efisiensi topeng manis ketimpangan struktural dirancang triliunan rupiah dihabiskan mega proyek istilah perputaran ekonomi lelucon getir uangnya berputar rekening elite rekening elite,narasi efisiensi topeng manis timpang struktural rancang triliun rupiah habis mega proyek istilah putar ekonomi lelucon getir uang putar rekening elite rekening elite,"['narasi', 'efisiensi', 'topeng', 'manis', 'timpang', 'struktural', 'rancang', 'triliun', 'rupiah', 'habis', 'mega', 'proyek', 'istilah', 'putar', 'ekonomi', 'lelucon', 'getir', 'uang', 'putar', 'rekening', 'elite', 'rekening', 'elite']"
1591,Tue Mar 11 03:53:08 +0000 2025,0,,in,,0,0,0,announcernya TJ sekarang full AI gaenak bngt didenger fak efisiensi,announcernya tj full ai gaenak bngt didenger fak efisiensi,announcernya tj full ai gaenak bngt didenger fak efisiensi,"['announcernya', 'tj', 'full', 'ai', 'gaenak', 'bngt', 'didenger', 'fak', 'efisiensi']"
